4.4701, 6.3551
8.0333, 16.0239
9.8107, 25.4375
14.4365, 39.8736
21.2543, 79.2484
31.2768, 125.8719
37.7269, 205.1517
54.8298, 321.5666
79.686, 504.042
97.2663, 631.0737
117.1852, 591.119
141.1551, 504.8679
210.0036, 403.9304
308.4157, 254.8744
452.9327, 158.7151
673.506, 100.1507
800.7465, 63.9939
1161.433, 39.8488
